"IRSZ","CíMHELY NEVE","JELLEGE","VÁROSRÉSZ","1.SZÁM","1.JEL","2.SZÁM","2.JEL"
6757,"Szúnyog","utca",,0,,0,
6791,"Szurokfű","utca","Kiskundorozsma",0,,0,
6721,"Szűcs               ","utca",,0,,0,
6723,"Tabán               ","utca",,0,,0,
6722,"Tábor               ","utca",,0,,0,
6791,"Tábornok            ","utca","Kiskundorozsma",0,,0,
6720,"Takaréktár          ","utca",,0,,0,
6753,"Taksony             ","utca","Tápé",0,,0,
6791,"Talicska            ","utca","Kiskundorozsma",0,,0,
6710,"Talpas              ","utca","Szentmihály",0,,0,
6726,"Tambura             ","utca",,0,,0,
6726,"Tanács              ","utca",,0,,0,
6791,"Táncsics Mihály     ","utca","Kiskundorozsma",0,,0,
6753,"Tanítók","tere","Tápé",0,,0,
6753,"Tápai","rét","Tápé",0,,0,
6723,"Tápai               ","utca",,0,,0,
6753,"Tápé széle",,"Tápé",0,,0,
6791,"Tapodi              ","utca","Kiskundorozsma",0,,0,
6728,"Tapolcsányi         ","utca",,0,,0,
6723,"Tarján széle",,,0,,0,
6791,"Tárkony","utca","Kiskundorozsma",0,,0,
6725,"Tarló               ","utca",,0,,0,
6728,"Tarnóci             ","utca",,0,,0,
6791,"Tárnokfű","utca","Kiskundorozsma",0,,0,
6726,"Tárogató            ","utca",,0,,0,
6791,"Tas                 ","utca","Kiskundorozsma",0,,0,
6723,"Tátra               ","tér",,0,,0,
6724,"Tavasz              ","utca",,0,,0,
6725,"Távol               ","utca",,0,,0,
6725,"Tégla","köz",,0,,0,
6725,"Téglagyár","utca",,0,,0,
6791,"Téglaverő           ","utca","Kiskundorozsma",0,,0,
6721,"Teleki              ","utca",,0,,0,
6726,"Temesvári           ","körút",,0,,0,
6771,"Temesvári           ","utca","Szőreg",0,,0,
6723,"Temető              ","utca",,0,,0,
6771,"Templom             ","tér","Szőreg",0,,0,
6710,"Tenkes              ","köz","Szentmihály",0,,0,
6710,"Terehalmi           ","út","Szentmihály",0,,0,
6724,"Teréz               ","utca",,0,,0,
6728,"Termelő             ","utca",,0,,0,
6710,"Testvériség         ","köz","Szentmihály",0,,0,
6725,"Teve","utca",,0,,0,
6724,"Textilgyári         ","út",,0,,0,
6726,"Thököly             ","utca",,0,,0,
6753,"Tigér               ","utca","Tápé",0,,0,
6771,"Tigris              ","utca","Szőreg",0,,0,
6721,"Tímár               ","utca",,0,,0,
6710,"Tinódi              ","utca","Szentmihály",0,,0,
6710,"Tisza               ","köz","Szentmihály",0,,0,
6720,"Tisza Lajos         ","körút",,-2,,0,
6721,"Tisza Lajos         ","körút",,1,,39,
6722,"Tisza Lajos         ","körút",,41,,97,
6725,"Tisza Lajos         ","körút",,99,,111,
6725,"Tisza Lajos         ","körút",,-3,,0,
6725,"Tisza Lajos         ","utca",,0,,0,
6725,"Tisza pályaudvar","pályaudvar",,0,,0,
6726,"Tiszavirág          ","utca",,0,,0,
6729,"Titeli              ","utca",,0,,0,
6723,"Tó                  ","utca",,0,,0,
6791,"Toboz               ","utca","Kiskundorozsma",0,,0,
6720,"Toldy               ","utca",,0,,0,
6725,"Tompa Mihály        ","utca",,0,,0,
6725,"Tompai kapu         ","út",,0,,0,
6724,"Tópart              ","utca",,0,,0,
6725,"Topolya             ","sor",,0,,0,
6726,"Tordai              ","utca",,0,,0,
6791,"Torma","utca","Kiskundorozsma",0,,0,
6726,"Torockói            ","utca",,0,,0,
6726,"Torontál            ","tér",,0,,0,
6791,"Tóth János","domb","Kiskundorozsma",0,,0,
6723,"Tölgyes             ","utca",,0,,0,
6728,"Tölgyfa             ","utca",,0,,0,
6726,"Töltés              ","utca",,0,,0,
6720,"Tömörkény           ","utca",,0,,0,
6791,"Törő                ","utca","Kiskundorozsma",0,,0,
6722,"Török               ","utca",,0,,0,
6771,"Törökkanizsa        ","utca","Szőreg",0,,0,
6753,"Törökverő           ","utca","Tápé",0,,0,
6753,"Tőzike","utca","Tápé",0,,0,
6791,"Trafik              ","utca","Kiskundorozsma",0,,0,
6726,"Traktor             ","utca",,0,,0,
6723,"Trencséni           ","utca",,0,,0,
6791,"Trombita            ","utca","Kiskundorozsma",0,,0,
6771,"Tulipán             ","utca","Szőreg",0,,0,
6753,"Turbolya","utca","Tápé",0,,0,
6726,"Turul               ","utca",,0,,0,
6726,"Túzok               ","utca",,0,,0,
6729,"Tücsök","utca","Tompasziget",0,,0,
6723,"Tünde               ","tér",,0,,0,
6724,"Tündér              ","utca",,0,,0,
6791,"Tüsök","utca","Kiskundorozsma",0,,0,
6728,"Tűzoltó             ","utca",,0,,0,
6729,"Udvardi János       ","utca",,0,,0,
6726,"Udvarhelyi          ","utca",,0,,0,
6728,"Ugar","utca",,0,,0,
6791,"Új                  ","tér","Kiskundorozsma",0,,0,
6710,"Új Élet             ","utca","Szentmihály",0,,0,
6753,"Újföld              ","sor","Tápé",0,,0,
6791,"Újhelyi             ","köz","Kiskundorozsma",0,,0,
6726,"Újszőregi           ","sor",,1,,33,
6771,"Újszőregi           ","sor","Szőreg",39,,79,
6791,"Újvárosi            ","utca","Kiskundorozsma",0,,0,
6729,"Újvidéki            ","utca",,0,,0,
6771,"Újvilág             ","utca","Szőreg",0,,0,
6723,"Ungvári             ","utca",,0,,0,
6723,"Uzsoki              ","utca",,0,,0,
6723,"Űrhajós             ","utca",,0,,0,
6791,"Üröm","utca","Kiskundorozsma",0,,0,
6724,"Üstökös             ","utca",,0,,0,
6757,"Vadalma","utca","Gyálarét",0,,0,
6727,"Vadas Márton        ","utca",,0,,0,
6721,"Vadász              ","utca",,0,,0,
6724,"Vadgalamb           ","utca",,0,,0,
6725,"Vadkerti            ","tér",,0,,0,
6791,"Vadliba             ","utca","Kiskundorozsma",0,,0,
6725,"Vadmacska","utca",,0,,0,
6726,"Vadrózsa            ","sor",,0,,0,
6724,"Vág                 ","utca",,0,,0,
6728,"Vágány              ","utca",,0,,0,
6771,"Vágóhíd             ","utca","Szőreg",0,,0,
6723,"Vajda               ","utca",,0,,0,
6791,"Vajk                ","utca","Kiskundorozsma",0,,0,
6729,"Vak Bottyán         ","utca",,0,,0,
6729,"Váltó               ","utca",,0,,0,
6725,"Vályog","köz",,0,,0,
6791,"Vályogos            ","utca","Kiskundorozsma",0,,0,
6725,"Vám                 ","tér",,0,,0,
6791,"Vándor              ","utca","Kiskundorozsma",0,,0,
6726,"Vánky József","kert",,0,,0,
6726,"Vánky József","utca",,0,,0,
6720,"Vár                 ","utca",,0,,0,
6725,"Váradi              ","utca",,0,,0,
6720,"Várkert","kert",,0,,0,
6728,"Városgazda          ","utca",,0,,0,
6729,"Varsa               ","utca",,0,,0,
6753,"Vártó               ","utca","Tápé",0,,0,
6726,"Vas                 ","utca",,0,,0,
6728,"Vásár               ","utca",,0,,0,
6724,"Vásárhelyi Pál      ","út",,0,,0,
6791,"Vásártér            ","sor","Kiskundorozsma",0,,0,
6724,"Vasas Szent Péter   ","utca",,0,,0,
6725,"Vasgyár             ","utca",,0,,0,
6729,"Vaskapu             ","utca",,0,,0,
6771,"Vaspálya            ","utca","Szőreg",0,,0,
6726,"Vastorony           ","utca",,0,,0,
6726,"Vasútállomás",,,0,,0,
6771,"Vasútállomás        ",,"Szőreg",0,,0,
6728,"Vasutas             ","sor",,0,,0,
6710,"Vasvári Pál         ","utca","Szentmihály",0,,0,
6724,"Vaszy Viktor        ","tér",,0,,0,
6726,"Védőnő              ","utca",,0,,0,
6726,"Vedres              ","utca",,0,,0,
6727,"Végvári             ","utca",,0,,0,
6726,"Vellay Imre","utca",,0,,0,
6791,"Venyige             ","utca","Kiskundorozsma",0,,0,
6710,"Verbéna             ","utca","Szentmihály",0,,0,
6726,"Vércse              ","utca",,0,,0,
6753,"Verecke             ","utca","Tápé",0,,0,
6753,"Veres Péter         ","utca","Tápé",0,,0,
6725,"Veresács            ","utca",,0,,0,
6791,"Vereshomok","dűlő","Kiskundorozsma",0,,0,
6729,"Verseci             ","utca",,0,,0,
6726,"Verseny             ","utca",,0,,0,
6724,"Vértói              ","út",,0,,0,
6727,"Vezér               ","utca",,0,,0,
6720,"Victor Hugo         ","utca",,0,,0,
6721,"Vidra               ","utca",,0,,0,
6725,"Vikunya","utca",,0,,0,
6725,"Világos             ","utca",,0,,0,
6771,"Viola               ","utca","Szőreg",0,,0,
6791,"Virág               ","utca","Kiskundorozsma",0,,0,
6722,"Vitéz               ","utca",,0,,0,
6791,"Vitéz               ","köz","Kiskundorozsma",0,,0,
6791,"Vitorla             ","utca","Kiskundorozsma",0,,0,
6726,"Vívó","köz",,0,,0,
6729,"Vizipók","utca","Tompasziget",0,,0,
6723,"Víztorony           ","tér",,0,,0,
6726,"Vöcsök              ","utca",,0,,0,
6728,"Völgy-érhát         ","utca",,0,,0,
6720,"Vörösmarty          ","utca",,0,,0,
6726,"Wallisch Kálmán     ","utca",,0,,0,
6720,"Wesselényi          ","utca",,0,,0,
6725,"Ybl Miklós          ","utca",,0,,0,
6791,"Zádori              ","utca","Kiskundorozsma",0,,0,
6757,"Zágon               ","utca","Gyálarét",0,,0,
6753,"Zágráb","utca",,1,,89,
6727,"Zágráb              ","utca",,91,,0,
6727,"Zágráb              ","utca",,-2,,0,
6724,"Zákány              ","utca",,0,,0,
6791,"Zalán               ","utca","Kiskundorozsma",0,,0,
6723,"Zápor kert","kert",,0,,0,
6721,"Zárda               ","utca",,0,,0,
6791,"Zárt                ","utca","Kiskundorozsma",0,,0,
6722,"Zászló              ","utca",,0,,0,
6757,"Zátony              ","utca","Gyálarét",0,,0,
6729,"Zentai              ","utca",,0,,0,
6729,"Zocskár","udvar",,0,,0,
6724,"Zoltán              ","utca",,0,,0,
6723,"Zólyomi             ","utca",,0,,0,
6729,"Zombori             ","utca",,0,,0,
6723,"Zöldfa              ","utca",,0,,0,
6791,"Zöldfási            ","út","Kiskundorozsma",0,,0,
6720,"Zrinyi              ","utca",,0,,0,
6710,"Zsák                ","köz","Szentmihály",0,,0,
6771,"Zsálya              ","utca","Szőreg",0,,0,
6728,"Zsámbokréti         ","sor",,0,,0,
6726,"Zsil                ","utca",,0,,0,
6791,"Zsilip              ","utca","Kiskundorozsma",0,,0,
6724,"Zsitva              ","sor",,0,,0,
6710,"Zsoldos             ","köz","Szentmihály",0,,0,
6723,"Zsolnai             ","utca",,0,,0,
6726,"Zsombolyai          ","utca",,0,,0,
6721,"Zsótér              ","utca",,0,,0,
6753,"Zsukov              ","tér","Tápé",0,,0,
6753,"Zsurló","utca","Tápé",0,,0,
